Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,350,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,605714.2857,11428.57143,116.6666667,159.5002612,299,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,64,5714.285714,5714.285714,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61273698,14,13,913,5278,535,0,65.21428571,146.7033525,1460,0,406.0,635.7759039,101.0384586,0.440645838,2356680.692,4246531.603,10000000,12,61300000,4713361.385,5137746.778,10100000,85295,61200000,5097542.417,5187560.624,10100000,48,0,0,0,0,292,332,0.228483027,0.212162811,0,1460,221.1071429,469.9822959,220883.3585,0,0,0,1,0,0,0,0,0,229.2962963,65.21428571,406.0,292,0,0,0,0,0,0,14,913,13,5278,8192,114,13,20,253688.6667,368853.6397,1006608,103036,9958577.167,63245.32747,10000000,9857278,BENIGN
51451,1059291,6,2,11601,26,4380,0,1933.5,2189.772933,20,6,13.0,9.899494937,10976.20956,7.55222125,151327.2857,386401.2271,1027216,6,1059291,211858.2,455999.182,1027216,6,338,338.0,0.0,338,338,0,0,0,0,144,40,5.664165937,1.888055312,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,0,1453.375,1933.5,13.0,144,0,0,0,0,0,0,6,11601,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3923512,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,46.13213876,1.529242169,784702.4,1709985.889,3843431,2,3923512,980878.0,1908647.24,3843431,2,0,0.0,0.0,0,0,1,0,0,0,100,20,1.274368474,0.254873695,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,258,184,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60488,171326,6,2,11607,26,10135,0,1934.5,4059.461922,20,6,13.0,9.899494937,67899.79338,46.69460561,24475.14286,64335.23747,170373,4,171326,34265.2,76087.06741,170373,4,34,34.0,0.0,34,34,0,0,0,0,144,40,35.0209542,11.6736514,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13.0,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,190,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,905263.1579,21052.63158,63.33333333,104.5003987,184,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10526.31579,10526.31579,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47023,2,2,76,160,38,38,38.0,0.0,80,80,80.0,0.0,5018.820577,85.06475555,15674.33333,27102.85255,46970,3,50,50.0,0.0,50,50,3,3.0,0.0,3,3,0,0,0,0,64,40,42.53237777,42.53237777,38,80,54.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,68.5,38.0,80.0,64,0,0,0,0,0,0,2,76,2,160,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57752,8103627,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,172.6387456,0.740409202,1620725.4,3616009.933,8089238,3,0,0.0,0.0,0,0,8102819,2025704.75,4042356.815,8089238,3,1,0,0,0,20,112,0.123401534,0.617007668,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,14389.0,0.0,14389,14389,8089238.0,0.0,8089238,8089238,BENIGN
53,179,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,960893.8547,22346.36872,59.66666667,98.14954576,173,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,80,80,11173.18436,11173.18436,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,80,0,0,0,0,0,0,2,70,2,102,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54204,5619578,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,250.0187737,1.245645136,936596.3333,2291499.797,5614100,1,0,0.0,0.0,0,0,5616143,1123228.6,2510473.487,5614100,1,1,0,0,0,20,132,0.177949305,1.067695831,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,5478.0,0.0,5478,5478,5614100.0,0.0,5614100,5614100,BENIGN
